game_id,data_type,mode,team_era,roster_reference,quarter_length_seconds,regulation_quarters,overtime_enabled,stamina_enabled,side_1_player_a,side_1_player_b,side_2_player_a,side_2_player_b,side_1_nba_team,side_2_nba_team,side_1_team_strength_assumed,side_2_team_strength_assumed,side_1_final_score,side_2_final_score,winner_side,side_1_wins,simulated_pre_game_p_side_1_win
SIM0391,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Corwin,,2010-11 Dallas Mavericks,2005-06 Memphis Grizzlies,91,77,46,29,1,1,0.8001
SIM0392,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,,Corwin,,2013-14 San Antonio Spurs,2007-08 Denver Nuggets,94,85,46,40,1,1,0.6871
SIM0393,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Sam,,2015-16 Cleveland Cavaliers,2010-11 Chicago Bulls,93,89,46,44,1,1,0.5008
SIM0394,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Dbart,,2010-11 Dallas Mavericks,2000-01 Los Angeles Lakers,91,96,34,26,1,1,0.7041
SIM0395,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Sam,,2015-16 Cleveland Cavaliers,2013-14 Indiana Pacers,93,88,39,43,2,0,0.6457
SIM0396,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Corwin,,2007-08 Boston Celtics,1976-77 Philadelphia 76ers,94,89,59,42,1,1,0.82
SIM0397,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Ryan,,1985-86 Atlanta Hawks,1997-98 Chicago Bulls,85,94,25,35,2,0,0.2749
SIM0398,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Paul,,2012-13 Miami Heat,2006-07 Cleveland Cavaliers,94,86,37,20,1,1,0.411
SIM0399,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Sam,,1971-72 New York Knicks,1976-77 Philadelphia 76ers,88,89,42,41,1,1,0.4428
SIM0400,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Dbart,,1986-87 Los Angeles Lakers,2015-16 Golden State Warriors,96,95,51,41,1,1,0.6857
SIM0401,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Jackson,Ryan,Sam,Denver Nuggets,Orlando Magic,83,81,48,34,1,1,0.6956
SIM0402,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Ryan,Corwin,Jackson,Brooklyn Nets,Toronto Raptors,75,79,58,35,1,1,0.3651
SIM0403,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Dbart,Max,Jackson,New York Knicks,Utah Jazz,84,76,40,31,1,1,0.3259
SIM0404,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,Ben,Sam,Jackson,Utah Jazz,Detroit Pistons,76,82,40,48,2,0,0.3437
SIM0405,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Jackson,Ryan,Max,Milwaukee Bucks,Denver Nuggets,81,83,48,36,1,1,0.5679
SIM0406,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Corwin,Max,Ben,Portland Trail Blazers,Detroit Pistons,78,82,36,32,1,1,0.304
SIM0407,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Corwin,Max,Ryan,Dallas Mavericks,Philadelphia 76ers,83,81,36,32,1,1,0.3452
SIM0408,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Paul,Sam,Dbart,Dallas Mavericks,Philadelphia 76ers,83,81,46,32,1,1,0.5687
SIM0409,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Corwin,Jackson,Ben,Minnesota Timberwolves,Dallas Mavericks,82,83,35,29,1,1,0.3143
SIM0410,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Corwin,Max,Ryan,Washington Wizards,Los Angeles Lakers,75,83,45,35,1,1,0.3434
SIM0411,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Paul,Max,Dbart,Golden State Warriors,Toronto Raptors,82,79,29,40,2,0,0.6453
SIM0412,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Max,Dbart,Jackson,Brooklyn Nets,Atlanta Hawks,75,80,45,27,1,1,0.3543
SIM0413,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Ryan,Max,Dbart,Chicago Bulls,Los Angeles Lakers,78,83,41,26,1,1,0.4875
SIM0414,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Dbart,Corwin,Sam,New Orleans Pelicans,Dallas Mavericks,78,83,35,50,2,0,0.4419
SIM0415,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,Sam,Brian,Ryan,Boston Celtics,Milwaukee Bucks,82,81,44,38,1,1,0.5572
SIM0416,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Jackson,Max,Sam,San Antonio Spurs,Houston Rockets,82,83,32,39,2,0,0.5568
SIM0417,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Ben,Corwin,Jackson,Sacramento Kings,Boston Celtics,79,82,33,32,1,1,0.5564
SIM0418,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,Sam,Max,Brian,Boston Celtics,Houston Rockets,82,83,45,38,1,1,0.4655
SIM0419,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,Max,Jackson,Ben,Minnesota Timberwolves,Oklahoma City Thunder,82,85,45,30,1,1,0.2946
SIM0420,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Ryan,Jackson,Ben,Dallas Mavericks,Washington Wizards,83,75,34,45,2,0,0.3259
SIM0421,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Dbart,Sam,Jackson,Washington Wizards,Memphis Grizzlies,75,80,23,31,2,0,0.2405
SIM0422,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Paul,Ben,Ryan,Atlanta Hawks,Golden State Warriors,80,82,40,29,1,1,0.4089
SIM0423,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Jackson,Paul,Ryan,Golden State Warriors,Philadelphia 76ers,82,81,52,27,1,1,0.6656
SIM0424,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Jackson,Ben,Ryan,Sacramento Kings,Minnesota Timberwolves,79,82,38,34,1,1,0.4651
SIM0425,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Sam,Ryan,Brian,Dallas Mavericks,Oklahoma City Thunder,83,85,37,16,1,1,0.6752
SIM0426,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Dbart,Corwin,Max,Cleveland Cavaliers,Miami Heat,83,80,41,35,1,1,0.4892
SIM0427,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Sam,Paul,Ben,New York Knicks,Boston Celtics,84,82,28,35,2,0,0.4097
SIM0428,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Dbart,Ryan,Sam,Sacramento Kings,Detroit Pistons,79,82,51,50,1,1,0.5108
SIM0429,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Ryan,Paul,Brian,Chicago Bulls,Memphis Grizzlies,78,80,43,32,1,1,0.5679
SIM0430,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Ryan,Ben,Dbart,Cleveland Cavaliers,San Antonio Spurs,83,82,36,40,2,0,0.5117
SIM0431,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,Max,Ryan,Sam,Denver Nuggets,Los Angeles Clippers,83,83,37,27,1,1,0.5
SIM0432,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Jackson,Max,Ryan,Portland Trail Blazers,Golden State Warriors,78,82,36,46,2,0,0.5221
SIM0433,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Paul,Ryan,Dbart,San Antonio Spurs,Charlotte Hornets,82,78,32,48,2,0,0.5465
SIM0434,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Ryan,Sam,Dbart,New Orleans Pelicans,Atlanta Hawks,78,80,49,50,2,0,0.5453
SIM0435,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Brian,Ryan,Max,Brooklyn Nets,Utah Jazz,75,76,37,45,2,0,0.4655
SIM0436,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Dbart,Sam,Corwin,Los Angeles Lakers,Dallas Mavericks,83,83,39,36,1,1,0.5
SIM0437,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Ryan,Jackson,Max,Orlando Magic,Brooklyn Nets,81,75,48,49,2,0,0.4106
SIM0438,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Paul,Sam,Ryan,Utah Jazz,Cleveland Cavaliers,76,83,47,46,1,1,0.51
SIM0439,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Corwin,Brian,Ben,Miami Heat,Memphis Grizzlies,80,80,40,33,1,1,0.5457
SIM0440,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Sam,Dbart,Corwin,Los Angeles Lakers,Toronto Raptors,83,79,31,17,1,1,0.7333
SIM0441,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Corwin,Sam,Paul,Portland Trail Blazers,Detroit Pistons,78,82,49,47,1,1,0.4535
SIM0442,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Dbart,Sam,Corwin,New York Knicks,Charlotte Hornets,84,78,41,43,2,0,0.5012
SIM0443,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Jackson,Sam,Paul,San Antonio Spurs,Utah Jazz,82,76,34,36,2,0,0.5469
SIM0444,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Sam,Max,Brian,Cleveland Cavaliers,Brooklyn Nets,83,75,38,48,2,0,0.6142
SIM0445,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Max,Sam,Jackson,Los Angeles Lakers,Toronto Raptors,83,79,35,39,2,0,0.5691
SIM0446,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Ryan,Brian,Jackson,Denver Nuggets,Philadelphia 76ers,83,81,38,39,2,0,0.4547
SIM0447,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Ben,Max,Jackson,Toronto Raptors,New York Knicks,79,84,39,45,2,0,0.3756
SIM0448,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Sam,Dbart,Ben,Cleveland Cavaliers,San Antonio Spurs,83,82,38,45,2,0,0.5345
SIM0449,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Corwin,Ben,Max,Miami Heat,Dallas Mavericks,80,83,50,43,1,1,0.2579
SIM0450,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Sam,Brian,Dbart,Washington Wizards,Detroit Pistons,75,82,35,32,1,1,0.5329
SIM0451,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Corwin,Dbart,Ben,Dallas Mavericks,New York Knicks,83,84,35,44,2,0,0.3764
SIM0452,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Corwin,Dbart,Jackson,Miami Heat,New York Knicks,80,84,57,33,1,1,0.3651
SIM0453,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Brian,Sam,Corwin,Utah Jazz,Oklahoma City Thunder,76,85,31,34,2,0,0.3329
SIM0454,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Max,Ben,Corwin,Brooklyn Nets,New Orleans Pelicans,75,78,48,35,1,1,0.5337
SIM0455,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Ryan,Jackson,Ben,New York Knicks,Houston Rockets,84,83,29,34,2,0,0.3348
SIM0456,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Sam,Ben,Paul,Philadelphia 76ers,Los Angeles Clippers,81,83,39,42,2,0,0.3655
SIM0457,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Brian,Max,Sam,Minnesota Timberwolves,Golden State Warriors,82,82,49,44,1,1,0.4543
SIM0458,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Ben,Sam,Max,Detroit Pistons,Brooklyn Nets,82,75,45,44,1,1,0.5129
SIM0459,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Jackson,Max,Corwin,Sacramento Kings,Philadelphia 76ers,79,81,40,35,1,1,0.6548
SIM0460,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Sam,Ryan,Corwin,Memphis Grizzlies,Oklahoma City Thunder,80,85,43,41,1,1,0.6225
SIM0461,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Max,Ben,Paul,Cleveland Cavaliers,Charlotte Hornets,83,78,30,23,1,1,0.6027
SIM0462,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Sam,Brian,Paul,Los Angeles Lakers,Brooklyn Nets,83,75,60,39,1,1,0.6357
SIM0463,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Max,Ben,Brian,Charlotte Hornets,New York Knicks,78,84,50,44,1,1,0.4759
SIM0464,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Jackson,Ryan,Sam,Orlando Magic,San Antonio Spurs,81,82,46,28,1,1,0.6445
SIM0465,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Corwin,Ryan,Dbart,Brooklyn Nets,Detroit Pistons,75,82,39,53,2,0,0.3333
SIM0466,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Brian,Paul,Jackson,Charlotte Hornets,Houston Rockets,78,83,48,47,1,1,0.3136
SIM0467,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Corwin,Sam,Paul,Utah Jazz,Dallas Mavericks,76,83,38,54,2,0,0.3132
SIM0468,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Sam,Paul,Max,Houston Rockets,Atlanta Hawks,83,80,47,42,1,1,0.4211
SIM0469,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Sam,Ben,Paul,Utah Jazz,Milwaukee Bucks,76,81,40,64,2,0,0.3136
SIM0470,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Brian,Ben,Sam,Miami Heat,Denver Nuggets,80,83,42,49,2,0,0.3977
SIM0471,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Corwin,Max,Ben,Indiana Pacers,Denver Nuggets,82,83,37,44,2,0,0.3344
SIM0472,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Paul,Sam,Ben,Portland Trail Blazers,Washington Wizards,78,75,35,41,2,0,0.3989
SIM0473,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Corwin,Jackson,Max,Detroit Pistons,Indiana Pacers,82,82,36,29,1,1,0.3245
SIM0474,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Jackson,Brian,Paul,New York Knicks,Los Angeles Lakers,84,83,39,43,2,0,0.6656
SIM0475,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Sam,Brian,Max,Dallas Mavericks,Oklahoma City Thunder,83,85,37,49,2,0,0.5903
SIM0476,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Max,Dbart,Sam,Los Angeles Lakers,Orlando Magic,83,81,21,43,2,0,0.5911
SIM0477,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Jackson,Corwin,Paul,Chicago Bulls,Houston Rockets,78,83,22,49,2,0,0.5333
SIM0478,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Ryan,Jackson,Dbart,Charlotte Hornets,Dallas Mavericks,78,83,35,45,2,0,0.2942
SIM0479,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,Paul,Ryan,Ben,Indiana Pacers,Orlando Magic,82,81,31,50,2,0,0.4207
SIM0480,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Max,Ryan,Sam,Minnesota Timberwolves,Washington Wizards,82,75,49,37,1,1,0.7061
SIM0481,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Max,Jackson,Dbart,Utah Jazz,Boston Celtics,76,82,35,34,1,1,0.3437
SIM0482,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Sam,Jackson,Ben,Portland Trail Blazers,New Orleans Pelicans,78,78,37,32,1,1,0.2673
SIM0483,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,Jackson,Brian,Dbart,Los Angeles Lakers,Houston Rockets,83,83,33,21,1,1,0.6551
SIM0484,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Dbart,Brian,Ben,New Orleans Pelicans,San Antonio Spurs,78,82,40,37,1,1,0.4763
SIM0485,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Ben,Paul,Max,Minnesota Timberwolves,Philadelphia 76ers,82,81,49,34,1,1,0.5117
SIM0486,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Brian,Max,Corwin,Milwaukee Bucks,Toronto Raptors,81,79,28,45,2,0,0.4547
SIM0487,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Paul,Ryan,Sam,New York Knicks,Minnesota Timberwolves,84,82,49,40,1,1,0.6345
SIM0488,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Paul,Jackson,Ben,Washington Wizards,Milwaukee Bucks,75,81,13,25,2,0,0.2321
SIM0489,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Corwin,Ben,Max,Chicago Bulls,Los Angeles Clippers,78,83,33,36,2,0,0.2405
SIM0490,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,Ryan,Jackson,Dbart,Boston Celtics,San Antonio Spurs,82,82,40,20,1,1,0.3659
SIM0491,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,Dbart,Ryan,Paul,Utah Jazz,New York Knicks,76,84,36,32,1,1,0.3033
SIM0492,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Corwin,Jackson,Brian,Houston Rockets,Minnesota Timberwolves,83,82,39,38,1,1,0.4888
SIM0493,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Sam,Max,Jackson,Los Angeles Clippers,Golden State Warriors,83,82,38,40,2,0,0.3985
SIM0494,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Jackson,Corwin,Dbart,Atlanta Hawks,Golden State Warriors,80,82,36,41,2,0,0.6949
SIM0495,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Ryan,Corwin,Ben,Los Angeles Lakers,Denver Nuggets,83,83,54,42,1,1,0.4317
SIM0496,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Ben,Sam,Brian,Denver Nuggets,Chicago Bulls,83,78,37,56,2,0,0.6663
SIM0497,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Ben,Brian,Corwin,Phoenix Suns,Indiana Pacers,81,82,43,33,1,1,0.7047
SIM0498,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Jackson,Paul,Max,Los Angeles Clippers,Los Angeles Lakers,83,83,41,40,1,1,0.5229
SIM0499,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,Jackson,Ben,Sam,San Antonio Spurs,Miami Heat,82,80,51,43,1,1,0.4775
SIM0500,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Paul,Ryan,Max,Indiana Pacers,Brooklyn Nets,82,75,37,40,2,0,0.49
SIM0501,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Ben,Brian,Ryan,Toronto Raptors,Orlando Magic,79,81,41,28,1,1,0.6548
SIM0502,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Paul,Max,Brian,Houston Rockets,Utah Jazz,83,76,50,40,1,1,0.646
SIM0503,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Sam,Jackson,Corwin,Atlanta Hawks,Orlando Magic,80,81,28,36,2,0,0.4883
SIM0504,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Ben,Brian,Corwin,Phoenix Suns,Boston Celtics,81,82,46,53,2,0,0.7235
SIM0505,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Corwin,Jackson,Ben,Los Angeles Clippers,Dallas Mavericks,83,83,38,60,2,0,0.3047
SIM0506,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Max,Paul,Brian,Los Angeles Clippers,Los Angeles Lakers,83,83,28,42,2,0,0.6755
SIM0507,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Corwin,Dbart,Ryan,Chicago Bulls,Denver Nuggets,78,83,28,25,1,1,0.5104
SIM0508,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Brian,Max,Ben,Minnesota Timberwolves,Cleveland Cavaliers,82,83,51,45,1,1,0.2949
SIM0509,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Brian,Ryan,Ben,New Orleans Pelicans,Golden State Warriors,78,82,29,38,2,0,0.285
SIM0510,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Sam,Jackson,Max,Los Angeles Clippers,Toronto Raptors,83,79,37,33,1,1,0.4779
SIM0511,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Ryan,Brian,Paul,Cleveland Cavaliers,Milwaukee Bucks,83,81,47,26,1,1,0.6345
SIM0512,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Dbart,Corwin,Brian,Milwaukee Bucks,San Antonio Spurs,81,82,43,33,1,1,0.6853
SIM0513,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Jackson,Dbart,Ben,Washington Wizards,Dallas Mavericks,75,83,31,32,2,0,0.3858
SIM0514,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Corwin,Ryan,Brian,Orlando Magic,Chicago Bulls,81,78,50,42,1,1,0.666
SIM0515,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Ryan,Jackson,Corwin,Golden State Warriors,Brooklyn Nets,82,75,33,38,2,0,0.4444
SIM0516,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Ben,Jackson,Sam,Memphis Grizzlies,Brooklyn Nets,80,75,23,30,2,0,0.4896
SIM0517,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Ben,Paul,Sam,New Orleans Pelicans,New York Knicks,78,84,40,39,1,1,0.5671
SIM0518,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,Jackson,Ben,Max,Brooklyn Nets,Los Angeles Clippers,75,83,39,46,2,0,0.323
SIM0519,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Ben,Corwin,Brian,Houston Rockets,Los Angeles Lakers,83,83,47,32,1,1,0.7144
SIM0520,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Ben,Ryan,Jackson,Charlotte Hornets,Milwaukee Bucks,78,81,39,47,2,0,0.376
SIM0521,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Ben,Paul,Corwin,San Antonio Spurs,Portland Trail Blazers,82,78,55,44,1,1,0.6349
SIM0522,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Paul,Ryan,Corwin,Cleveland Cavaliers,Milwaukee Bucks,83,81,54,30,1,1,0.6956
SIM0523,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Dbart,Max,Sam,Oklahoma City Thunder,San Antonio Spurs,85,82,46,47,2,0,0.3559
SIM0524,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Ryan,Ben,Dbart,Miami Heat,Denver Nuggets,80,83,34,42,2,0,0.4423
SIM0525,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,Brian,Paul,Ryan,Miami Heat,Chicago Bulls,80,78,35,55,2,0,0.3663
SIM0526,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Ben,Sam,Max,Golden State Warriors,Philadelphia 76ers,82,81,39,41,2,0,0.6236
SIM0527,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Sam,Paul,Brian,New Orleans Pelicans,Toronto Raptors,78,79,42,48,2,0,0.5341
SIM0528,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,Paul,Brian,Ben,Portland Trail Blazers,Orlando Magic,78,81,32,41,2,0,0.4423
SIM0529,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Corwin,Dbart,Jackson,Milwaukee Bucks,Los Angeles Lakers,81,83,51,38,1,1,0.387
SIM0530,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Corwin,Brian,Paul,Milwaukee Bucks,Philadelphia 76ers,81,81,50,36,1,1,0.5
SIM0531,synthetic,2v2,current,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Jackson,Paul,Brian,Los Angeles Clippers,Milwaukee Bucks,83,81,34,41,2,0,0.733
